Product ID,Product Name,Brand,Price,Discounted Price,Discount Percentage,Unit,Category,Subcategory,Availability,Rating,Image URL,Location Name,Latitude,Longitude,Inventory,Scraped At
41997,Ananda Premium Paneer,Ananda,100,100,0,200 g,Dairy & Breakfast - Paneer & Tofu,,In Stock,0,https://cdn.grofers.com/da/cms-assets/cms/product/8eb12828-bbca-496f-8755-1fe90a02298f.png,Gurgaon,28.3897979,77.27313339999999,1,2025-07-25T18:43:15.810Z
329500,Amul Fresh Malai Paneer,Amul,91,91,0,200 g,Dairy & Breakfast - Paneer & Tofu,,In Stock,0,https://cdn.grofers.com/da/cms-assets/cms/product/7a1700ee-dd38-49cf-b34e-171ff84ac0e7.png,Gurgaon,28.3897979,77.27313339999999,37,2025-07-25T18:43:15.811Z
